,champion,spell1,spell2,win,kills,deaths,assists,totalDamageDealt,item0,item1,item2,item3,item4,item5,item6,perk0,perk1,perk2,perk3,perk4,perk5,statPerk0,statPerk1,statPerk2,championName
194,53,4,14,False,3,10,16,22587,3190,3860,3117,3075,0,0,3364,8439,8463,8429,8451,8226,8232,5007,5003,5002,Blitzcrank
195,164,14,12,True,13,7,13,184007,6632,3111,3053,3074,3026,3076,3363,8005,9111,9103,8299,8444,8401,5005,5008,5003,Camille
196,91,11,4,True,16,8,17,300719,6693,3026,3047,6694,3814,3071,3364,8124,8143,8138,8134,8321,8347,5008,5008,5002,Talon
197,3,14,4,True,7,3,16,203350,6656,3157,4629,3001,3020,0,3364,8439,8401,8444,8451,8210,8275,5008,5008,5002,Galio
198,15,4,3,True,6,7,16,312420,6671,3508,2420,3031,3033,3006,3363,8008,8009,9103,8017,8275,8234,5005,5008,5002,Sivir
199,432,4,7,True,3,5,23,37876,8001,3190,3860,3047,3110,0,3364,8465,8463,8429,8242,8139,8105,5005,5002,5003,Bard
200,19,4,21,True,4,7,8,142101,0,3748,6695,3111,3068,0,3363,8437,8446,8444,8453,8009,8299,5005,5008,5001,Warwick
201,234,4,11,True,6,4,15,183770,3153,3026,3123,0,6673,3111,3364,8010,9111,9105,8299,8304,8347,5008,5008,5002,Viego
202,245,4,14,True,18,3,9,170195,3152,3157,3165,3111,3100,1058,3340,8112,8143,8138,8135,8345,8347,5008,5008,5002,Ekko
203,18,7,4,True,6,5,12,244839,6672,3046,3006,3031,3035,1018,3363,9923,8139,8138,8135,8009,9103,5005,5008,5003,Tristana
204,111,4,14,True,1,2,24,22475,3860,0,3190,3001,3111,0,3364,8439,8401,8473,8453,8306,8345,5005,5003,5001,Nautilus
205,114,4,12,False,7,9,5,156235,3748,3053,6632,3047,0,0,3340,8437,8446,8444,8242,8009,8299,5005,5008,5003,Fiora
206,28,11,4,False,5,3,9,144419,3135,3152,3020,1082,3102,0,3363,8112,8143,8138,8105,8304,8347,5008,5008,5002,Evelynn
207,80,14,4,False,4,7,8,100328,3053,6630,3047,1036,1037,0,3364,8010,9111,9105,8299,8345,8352,5008,5008,5003,Pantheon
208,147,4,3,False,4,7,11,155642,1056,3157,3041,3158,3070,6653,3363,8230,8226,8210,8236,8429,8453,5007,5008,5002,Seraphine
209,37,4,7,False,1,9,11,35712,1001,3070,3853,6617,3011,1004,3364,8214,8226,8234,8236,8429,8453,5008,5003,5003,Sona
210,19,4,21,True,8,1,4,110614,0,3748,3068,3044,3158,1054,3340,8005,8009,9105,8299,8453,8446,5005,5008,5001,Warwick
211,20,11,4,True,4,2,12,89918,3068,0,3047,1082,2031,3076,3364,8230,8275,8234,8232,8105,8136,5005,5008,5002,Nunu
212,236,12,4,True,6,3,5,103422,3508,6671,1018,0,0,2422,3363,8005,8009,9103,8014,8304,8347,5005,5008,5001,Lucian
213,37,4,7,True,2,4,18,31471,3853,3158,4005,3916,3504,0,3364,8214,8226,8210,8236,8453,8429,5008,5008,5002,Sona
214,63,14,4,True,10,4,9,72989,3853,3135,6653,3916,3020,0,3364,8128,8126,8138,8106,8009,8017,5008,5008,5002,Brand
215,266,4,12,False,0,9,0,53991,1001,0,6630,0,0,3123,3340,8010,9111,9105,8299,8451,8429,5008,5008,5002,Aatrox
216,154,12,4,False,2,4,8,61260,1054,1082,6662,3075,3158,0,3363,8439,8463,8444,8453,9111,9105,5008,5008,5003,Zac
217,9,4,11,False,4,5,5,81331,3020,2055,1082,3916,6653,3108,3330,8124,8126,8136,8106,8321,8347,5008,5008,5002,Fiddlesticks
218,202,4,7,False,3,6,3,59254,6671,3009,0,3134,1037,0,3340,8021,8009,9103,8014,8345,8352,5008,5008,5002,Jhin
219,555,14,4,False,5,6,5,16766,3179,3117,3142,3855,1036,1036,3364,9923,8126,8136,8106,8473,8453,5008,5008,5002,Pyke
220,19,4,21,True,7,10,7,91846,1057,3158,3091,3053,6632,0,3340,8437,8446,8444,8453,8009,8299,5005,5008,5001,Warwick
221,120,14,11,True,5,10,12,204001,6632,6695,3158,3053,3066,1031,3364,8010,9111,9105,8014,8275,8234,5008,5008,5002,Hecarim
222,517,4,12,True,5,8,16,150052,6656,3157,1058,3108,1058,3111,3340,8010,8009,9105,8299,8345,8347,5008,5008,5003,Sylas
223,18,7,4,True,15,4,7,305141,6672,3036,3046,3006,3072,3031,3363,8005,8009,9104,8017,8429,8453,5005,5008,5003,Tristana
224,117,4,14,True,3,5,23,27971,3011,3504,3114,2065,3860,3158,3364,8465,8463,8473,8453,8345,8347,5008,5008,5003,Lulu
225,164,4,12,False,12,9,11,169529,3748,3078,3181,1031,3123,3111,3364,8437,8401,8473,8242,8009,8299,5008,5008,5002,Camille
226,2,11,6,False,9,8,14,194369,6630,3143,1011,3047,3076,3053,3364,8010,9111,9104,8299,8304,8410,5008,5008,5002,Olaf
227,127,12,4,False,6,8,12,139733,3020,6656,3157,4630,3916,1026,3364,8124,8139,8138,8134,8232,8233,5008,5008,5003,Lissandra
228,50,4,3,False,8,8,9,194552,4637,6653,3089,3020,0,3157,3363,8010,8009,9105,8299,8106,8136,5008,5008,5002,Swain
229,43,4,14,False,2,3,18,47092,2055,3853,3158,4005,3011,1082,3364,8229,8226,8210,8237,8453,8473,5008,5008,5002,Karma
230,114,12,4,True,10,0,3,104408,6630,3053,3074,1055,2055,3047,3363,8010,9111,9104,8299,8473,8242,5005,5008,5002,Fiora
231,20,11,4,True,8,3,9,86568,3068,3001,3047,1082,3082,2055,3364,8230,8275,8234,8232,8105,8136,5005,5008,5002,Nunu
232,19,4,21,True,7,3,4,97913,3748,3158,3068,1037,3044,1028,3340,8437,8446,8444,8453,8009,8299,5005,5003,5003,Warwick
233,51,7,4,True,6,3,4,111880,1055,6673,3046,3006,3095,2055,3363,8021,8009,9103,8014,8275,8236,5005,5008,5002,Caitlyn
234,526,14,4,True,1,6,12,25838,3860,3076,3190,1028,0,3158,3364,8439,8401,8444,8242,8306,8347,5007,5002,5003,Rell
235,777,4,12,False,1,4,5,92710,1054,3006,6673,1036,3086,0,3363,8010,9111,9104,8299,8453,8444,5005,5008,5002,Yone
236,30,4,11,False,3,8,3,97666,6655,1052,3020,1082,1026,0,3340,8010,9111,9105,8014,8134,8139,5008,5008,5002,Karthus
237,7,12,4,False,4,7,5,55643,6655,1082,3020,1052,2055,3916,3340,8112,8139,8138,8135,8226,8210,5005,5008,5001,Leblanc
238,202,4,7,False,6,9,7,65123,3142,1036,6671,0,0,3009,3363,8124,8139,8138,8134,8009,9103,5008,5008,5002,Jhin
239,117,4,14,False,1,4,10,18804,3916,0,0,2065,3860,3158,3364,8465,8463,8473,8453,8345,8347,5008,5008,5002,Lulu
240,19,4,21,True,12,4,10,127998,3091,2420,3111,3748,1054,6632,3363,8437,8446,8444,8453,8009,8299,5005,5008,5001,Warwick
241,104,11,4,True,5,5,11,174377,3142,2031,6673,3047,3035,1018,3364,8021,9111,9104,8014,8321,8304,5005,5008,5003,Graves
242,127,4,12,True,5,4,11,87561,6656,3157,2033,4630,1082,3111,3363,8439,8463,8473,8451,8345,8352,5005,5008,5003,Lissandra
243,81,7,4,True,10,2,8,132075,3042,3158,3078,3156,0,0,3363,8010,8009,9103,8017,8139,8134,5005,5008,5002,Ezreal
244,555,4,14,True,8,5,7,23388,3857,3142,2055,3111,3134,6691,3364,9923,8139,8136,8105,9111,9105,5008,5008,5002,Pyke
245,164,12,14,False,6,13,6,50825,1055,2031,6632,3123,3133,3111,3340,8437,8401,8473,8242,8345,8347,5008,5008,5002,Camille
246,245,4,11,False,6,6,6,139545,3152,3115,1082,3111,1052,2055,3364,8128,8143,8138,8135,9111,9105,5005,5008,5002,Ekko
247,7,12,4,False,4,6,6,60083,2033,6655,3020,4630,1026,0,3364,8112,8139,8120,8106,8345,8352,5005,5008,5003,Leblanc
248,98,4,14,False,0,9,7,16723,3857,3190,2055,3158,1028,1029,3364,8439,8463,8444,8242,8106,8136,5005,5003,5002,Shen
249,498,7,4,False,4,6,6,82284,2055,3508,1018,3006,6672,1037,3363,8008,8009,9103,8017,8304,8345,5005,5008,5002,Xayah
250,777,12,4,False,5,3,2,213745,3211,3031,6673,1053,3026,3006,3363,8010,9111,9104,8299,8444,8453,5005,5008,5002,Yone
251,25,14,4,False,2,7,9,24130,3108,3157,3853,3158,1052,3067,3364,8128,8126,8138,8106,8313,8347,5008,5008,5002,Morgana
252,68,4,14,False,11,10,7,105899,3020,4633,3165,3135,3157,1052,3364,8010,9111,9104,8299,8473,8451,5005,5008,5002,Rumble
253,21,3,4,False,3,5,8,145380,1036,3142,1036,3814,6692,3047,3363,8229,8226,8233,8236,8304,8345,5005,5008,5002,MissFortune
254,876,4,11,False,3,11,8,144534,3158,2421,6653,1029,1052,4637,3364,8124,8143,8138,8134,8275,8234,5005,5008,5002,Lillia
255,85,4,12,True,12,2,4,157190,3152,3157,3089,3041,3020,2055,3364,8112,8139,8138,8134,8275,8236,5005,5008,5002,Kennen
256,56,11,4,True,8,5,8,182381,3026,0,6673,1036,3047,6695,3364,8008,9111,9104,8299,8138,8106,5005,5008,5001,Nocturne
257,39,4,14,True,8,7,16,109928,6630,3053,2055,1055,3153,3111,3364,8010,9111,9104,8299,8345,8352,5008,5008,5003,Irelia
258,222,7,4,True,8,5,11,161125,1055,1038,6672,3006,3094,3095,3363,8021,8009,9103,8014,8304,8345,5005,5008,5002,Jinx
259,89,4,14,True,0,5,15,23351,3190,3109,3860,2055,3117,0,3364,8439,8463,8444,8242,8306,8345,5007,5008,5002,Leona
260,126,12,4,True,2,3,3,90038,6692,3042,1036,3158,2031,1036,3363,8010,8009,9104,8299,8345,8352,5008,5008,5002,Jayce
261,421,11,4,True,6,1,4,123236,6692,2031,1037,3044,1028,3111,3364,8010,9111,9104,8014,8304,8347,5005,5008,5002,RekSai
262,99,12,4,True,1,2,9,111710,1056,1052,6655,0,3158,3041,3363,8021,8009,9105,8017,8233,8236,5005,5008,5001,Lux
263,498,4,3,True,15,2,8,136417,3508,1018,1038,6672,3036,1001,3363,8008,9111,9103,8017,8139,8106,5005,5008,5002,Xayah
264,497,4,14,True,3,1,20,20579,2055,3860,3157,3158,2065,0,3364,8465,8463,8473,8242,8106,8136,5007,5002,5003,Rakan
265,6,4,12,False,1,3,1,74167,0,3047,2033,6631,1055,1036,3340,8005,9111,9105,8299,8352,8345,5008,5008,5002,Urgot
266,234,11,4,False,2,6,1,112826,3047,1053,6673,2031,2055,1043,3364,8010,9111,9104,8014,8304,8347,5005,5008,5002,Viego
267,161,12,4,False,1,3,5,115777,6655,3067,1082,3020,3108,0,3363,8112,8139,8138,8135,8226,8210,5008,5008,5003,Velkoz
268,50,7,4,False,2,5,2,55401,1056,6653,1082,2420,3020,0,3363,8010,8009,9105,8014,8126,8106,5005,5008,5002,Swain
269,235,4,3,False,3,10,2,8902,3111,6632,3864,2055,0,0,3364,8437,8463,8429,8453,8009,9105,5008,5008,5002,Senna
270,164,14,12,True,22,8,12,218052,6632,3065,3053,3047,3074,3026,3363,8437,8401,8444,8242,8304,8345,5005,5008,5002,Camille
271,421,11,4,True,11,8,16,174421,0,3193,3143,6692,3047,3053,3364,8010,9111,9104,8014,8304,8347,5005,5008,5002,RekSai
272,142,4,14,True,16,6,15,216238,3020,3152,3040,4629,3089,3135,3363,8112,8139,8138,8106,8473,8451,5005,5008,5002,Zoe
273,202,7,4,True,7,13,19,194887,3009,6671,0,3155,6676,3031,3363,8124,8139,8138,8134,8345,8352,5008,5008,5002,Jhin
274,497,4,3,True,0,10,31,29680,3860,2065,3222,0,3158,3916,3364,8465,8463,8429,8242,9105,8009,5008,5008,5002,Rakan
275,122,6,4,False,3,14,9,93181,2421,3742,3044,3047,3066,3078,3364,8437,8446,8444,8242,9111,9105,5005,5008,5002,Darius
276,9,4,11,False,13,11,13,173399,3157,3152,3135,3020,4632,3089,3330,8112,8126,8138,8106,8313,8347,5008,5008,5002,Fiddlesticks
277,236,14,4,False,14,12,5,223808,3139,3111,3508,6673,6694,6695,3363,8005,8009,9104,8014,8139,8135,5005,5008,5003,Lucian
278,498,4,7,False,10,10,15,189802,6692,3142,3042,3158,6694,3133,3363,8214,8226,8210,8237,8304,8345,5005,5008,5002,Xayah
279,526,14,4,False,5,9,26,34872,3860,3083,3190,3001,0,3158,3364,8439,8401,8473,8242,8306,8347,5007,5002,5002,Rell
280,166,4,12,True,7,1,6,78955,6671,1055,0,3036,1036,3006,3340,8005,8009,9104,8017,8242,8401,5005,5008,5002,Akshan
281,421,11,4,True,5,2,8,72221,3111,2031,6692,3044,0,0,3364,8010,9111,9104,8014,8304,8347,5005,5008,5002,RekSai
282,39,4,14,True,6,2,2,93002,3140,3044,3153,1055,3057,3047,3363,8010,9111,9103,8299,8304,8345,5008,5008,5002,Irelia
283,50,4,7,True,2,1,7,54912,2420,3111,1056,2055,0,6656,3363,8112,8126,8138,8106,8009,9105,5005,5008,5002,Swain
284,43,4,14,True,2,2,8,12847,3853,1001,2065,3916,1004,0,3364,8229,8224,8210,8236,8345,8352,5007,5008,5003,Karma
285,19,21,4,False,4,6,0,29826,1055,2031,6632,3047,0,0,3340,8437,8446,8473,8453,8009,8299,5005,5008,5001,Warwick
286,234,11,4,False,0,5,1,80183,3006,6670,2031,3057,1053,0,3364,8010,9111,9103,8014,8139,8135,5005,5008,5002,Viego
287,55,14,12,False,3,4,0,38585,1082,3020,3115,0,0,0,3363,8112,8143,8138,8105,9111,8014,5008,5008,5002,Katarina
288,99,14,4,False,0,4,2,41712,3802,1082,2031,3020,1056,2055,3340,8229,8226,8210,8237,8126,8106,5007,5008,5002,Lux
289,235,3,4,False,1,3,1,7565,2055,3190,3863,3009,0,0,3364,8351,8304,8345,8410,8429,8453,5005,5008,5001,Senna
290,223,4,12,True,2,1,6,96720,1054,2055,3075,6662,3047,3067,3364,8437,8401,8444,8451,8009,9105,5005,5002,5001,TahmKench
291,234,11,4,True,6,5,10,124722,6673,1018,1036,3153,3047,1036,3364,8005,9111,9104,8299,8429,8451,5005,5008,5002,Viego
292,103,14,4,True,9,1,8,126477,6656,4629,1058,2033,3020,1052,3340,8112,8139,8138,8106,8345,8352,5005,5008,5003,Ahri
293,360,4,7,True,13,8,7,142478,3042,6692,6695,6694,3134,1001,3363,8112,8139,8138,8134,8275,8233,5005,5008,5002,Samira
294,526,14,4,True,2,6,17,20511,3860,3190,0,1011,3076,3158,3364,8439,8401,8444,8242,8347,8306,5007,5002,5003,Rell
295,78,12,4,False,2,6,1,89729,3071,2055,3111,6632,0,0,3340,8437,8401,8444,8242,8345,8352,5008,5008,5003,Poppy
296,421,11,4,False,6,5,8,136580,3047,3053,3134,2055,6692,0,3364,8010,9111,9104,8014,8304,8347,5005,5008,5002,RekSai
297,7,14,4,False,2,6,3,74289,2033,6655,4629,0,0,3020,3364,8112,8139,8138,8106,8345,8352,5005,5008,5003,Leblanc
298,67,3,4,False,7,5,10,110125,2420,3006,0,3124,3046,6673,3363,8005,8009,9105,8017,8429,8242,5005,5008,5002,Vayne
299,99,14,4,False,4,10,9,27228,6617,3011,0,3853,1082,3158,3364,8465,8463,8444,8453,8321,8306,5005,5008,5002,Lux
300,126,4,12,True,9,6,6,331831,3142,6692,3042,6695,3047,6694,3363,8230,8226,8233,8236,8304,8345,5008,5008,5003,Jayce
301,35,11,14,True,4,6,13,175246,3165,0,0,6655,4629,3158,3364,8124,8126,8138,8134,8321,8347,5007,5008,5003,Shaco
302,142,4,14,True,15,3,9,238933,3020,6655,4629,3089,3135,3041,3363,8124,8139,8138,8135,8226,8210,5005,5008,5003,Zoe
303,119,4,3,True,7,7,9,322402,3031,6673,3094,3006,3036,3072,3363,9923,8139,8138,8135,8009,9103,5005,5008,5002,Draven
304,12,14,4,True,1,8,11,19765,3860,2065,3109,0,0,3117,3364,8230,8275,8234,8232,8306,8345,5008,5002,5003,Alistar
305,68,12,4,False,1,9,4,152333,2055,3157,3152,3020,4630,3165,3364,8230,8275,8210,8236,8139,8134,5008,5008,5002,Rumble
306,79,11,4,False,7,6,13,220594,3157,3152,3020,2055,4629,3135,3364,8124,8143,8138,8134,8321,8347,5005,5008,5002,Gragas
307,104,12,4,False,6,4,6,341620,3072,6673,3036,3111,3094,6676,3364,8021,9101,9104,8299,8429,8451,5005,5008,5003,Graves
308,498,4,7,False,11,8,8,277091,3042,3074,3814,6692,3158,6694,3363,8214,8226,8210,8237,8304,8345,5005,5008,5002,Xayah
309,235,4,3,False,5,9,19,81124,3033,4643,3864,3094,6632,3009,3364,8351,8304,8345,8410,8009,9104,5005,5008,5002,Senna
310,27,12,4,False,4,7,4,83947,2033,4637,6664,2421,0,3009,3363,8124,8139,8138,8134,8242,8429,5008,5008,5001,Singed
311,141,11,4,False,4,8,5,115233,6630,3053,0,3158,0,0,3513,8010,9111,9105,8299,8347,8304,5008,5008,5002,Kayn
312,268,12,4,False,1,7,5,86907,2033,6655,2421,1082,3020,3108,3363,8229,8226,8233,8237,8139,8134,5005,5008,5002,Azir
313,555,4,14,False,2,6,7,12290,2031,3855,2055,3179,3134,3158,3364,9923,8126,8136,8106,8444,8453,5008,5008,5002,Pyke
314,202,3,4,False,2,3,5,66673,3036,6671,1001,0,0,0,3363,8021,8009,9103,8017,8275,8236,5008,5008,5002,Jhin
315,106,4,12,True,9,1,7,115414,3110,3158,1056,3076,6632,3065,3340,8005,8009,9105,8299,8345,8347,5005,5008,5003,Volibear
316,107,11,4,True,7,6,5,110746,6630,0,2055,3134,3071,3047,3364,8010,9111,9104,8299,8304,8321,5005,5008,5002,Rengar
317,55,14,12,True,6,3,6,75533,2055,2031,3152,3115,3020,1054,3364,8112,8143,8138,8105,9111,8014,5008,5008,5003,Katarina
318,21,7,4,True,8,1,3,138364,6672,3036,1055,6676,3006,1037,3363,8005,8009,9103,8014,8139,8134,5005,5008,5002,MissFortune
319,26,3,4,True,1,2,17,18319,3916,2065,3860,3158,3070,4642,3364,8465,8463,8444,8451,8226,8210,5007,5002,5002,Zilean
320,92,4,14,True,6,8,10,104748,1055,6630,3123,3158,3071,1036,3340,8010,9111,9104,8299,8210,8236,5007,5008,5002,Riven
321,107,11,4,True,16,5,10,186294,6630,0,3142,3035,3071,3047,3364,8010,9111,9104,8299,8304,8321,5005,5008,5003,Rengar
322,99,12,4,True,4,5,11,131448,2421,6655,4628,3020,1058,0,3363,8229,8226,8233,8237,8345,8347,5005,5008,5003,Lux
323,202,4,3,True,9,3,11,148524,3142,3094,6671,1038,0,3047,3363,8124,8139,8136,8134,8009,9103,5008,5008,5002,Jhin
324,412,14,4,True,1,1,20,19328,2055,3857,3190,3117,3067,3114,3364,8465,8463,8473,8242,8306,8316,5007,5002,5001,Thresh
325,164,14,12,False,7,7,8,139778,3074,3053,6632,1055,3047,1029,3363,8437,8401,8473,8242,8345,8410,5005,5008,5002,Camille
326,35,11,14,False,5,8,5,97134,6691,1036,3006,0,3142,0,3364,9923,8143,8138,8105,9104,8014,5005,5008,5002,Shaco
327,517,4,12,False,7,6,3,103322,6656,3158,3157,1026,3916,1028,3363,8124,8143,8138,8134,8345,8347,5008,5008,5003,Sylas
328,51,1,4,False,3,5,8,137958,6673,3046,3006,1036,1038,1037,3363,8021,8009,9103,8017,8275,8236,5005,5008,5002,Caitlyn
329,497,4,14,False,0,10,6,14108,3860,2055,3190,3111,1028,0,3364,8465,8463,8444,8453,9105,8009,5008,5008,5002,Rakan
330,126,4,12,False,3,8,3,106777,1055,3042,6692,3133,3047,0,3340,8010,8009,9104,8299,8304,8345,5008,5008,5002,Jayce
331,203,11,4,False,6,10,5,108405,6676,6672,3047,0,0,0,3363,8005,9111,9104,8017,8304,8321,5005,5008,5002,Kindred
332,101,4,12,False,3,5,4,105593,1058,3070,1082,6655,1058,3020,3363,8229,8226,8210,8236,8304,8345,5008,5008,5002,Xerath
333,202,1,4,False,3,9,5,75174,1042,6671,6676,2055,0,3009,3363,8021,8009,9103,8017,8345,8347,5008,5008,5002,Jhin
334,117,4,14,False,1,9,5,10698,3853,2065,3158,1082,3916,1004,3364,8214,8226,8210,8236,8429,8453,5008,5002,5003,Lulu
335,98,12,4,True,7,2,7,41116,6664,3143,3047,1011,0,0,3340,8124,8126,8136,8106,8444,8242,5008,5008,5003,Shen
336,39,4,12,True,13,3,8,151193,3082,6673,6333,3153,3067,3158,3363,8010,8009,9104,8299,8444,8242,5008,5008,5002,Irelia
337,104,11,4,True,6,6,6,155430,6692,3142,2031,2422,6676,0,3364,8021,9111,9104,8014,8304,8321,5005,5008,5002,Graves
338,81,4,7,True,10,4,3,145887,3142,3078,3042,3158,0,0,3363,8010,8009,9103,8017,8139,8134,5005,5008,5002,Ezreal
339,99,14,4,True,5,1,13,54397,3853,3041,1058,3020,6655,1058,3364,8229,8226,8210,8236,8009,8017,5007,5008,5002,Lux
340,58,4,12,False,3,8,7,156929,3001,6630,3053,3123,3047,3082,3363,8010,9111,9105,8299,8242,8444,5008,5008,5002,Renekton
341,246,11,4,False,8,11,15,192737,3142,3158,2055,3133,6692,3814,3364,8124,8143,8136,8106,9111,9105,5005,5008,5002,Qiyana
342,134,4,1,False,13,11,10,190894,6655,3157,3089,3135,1058,3020,3363,8112,8139,8138,8106,8226,8210,5005,5008,5003,Syndra
343,202,7,4,False,11,8,14,260081,6671,3036,3094,3006,3031,3086,3363,8021,8009,9103,8014,8233,8236,5005,5008,5002,Jhin
344,497,14,4,False,5,7,22,23988,2065,3107,3860,3111,1011,4643,3364,8465,8401,8473,8242,8345,8352,5007,5002,5002,Rakan
345,164,12,14,True,8,4,8,161500,6632,0,3053,3026,3047,6333,3364,8437,8401,8473,8242,8304,8345,5005,5008,5002,Camille
346,9,4,11,True,6,10,16,162076,3152,3157,2055,3020,3102,4630,3330,8124,8126,8136,8106,8347,8321,5008,5008,5002,Fiddlesticks
347,99,12,4,True,7,10,22,172042,4629,4630,2055,6655,3020,4628,3363,8229,8226,8210,8237,8345,8347,5005,5008,5003,Lux
348,498,3,4,True,16,3,13,326430,3042,6692,3158,6694,3508,6676,3363,8214,8226,8210,8237,8345,8347,5005,5008,5002,Xayah
349,555,4,14,True,7,13,13,31558,3857,3400,3026,3111,3179,6691,3364,9923,8139,8136,8105,9111,9105,5008,5008,5003,Pyke
350,39,4,12,True,6,4,3,155343,6632,0,3067,3153,3111,3082,3363,8010,8009,9105,8299,8242,8473,5005,5008,5002,Irelia
351,234,4,11,True,4,2,6,149551,6632,1037,2055,3053,1036,3047,3364,8010,9111,9105,8299,8304,8347,5005,5008,5001,Viego
352,3,14,4,True,3,2,6,96718,6656,2420,1082,1056,3020,3191,3364,8439,8401,8444,8451,8210,8275,5008,5008,5002,Galio
353,711,12,4,True,9,2,3,91789,6655,1056,3157,3020,3041,1026,3340,8112,8126,8120,8134,8226,8210,5008,5008,5001,Vex
354,412,14,4,True,1,2,6,16261,3190,3857,0,2055,3117,0,3364,8439,8463,8473,8242,8313,8316,5008,5008,5002,Thresh
355,74,14,4,False,2,11,3,60457,1058,3916,1058,1026,1001,1052,3340,8010,8009,9105,8299,8233,8236,5008,5008,5002,Heimerdinger
356,64,11,4,False,3,4,4,121505,6630,1037,3047,3044,1028,0,3340,8124,8143,8138,8134,8321,8347,5005,5008,5002,LeeSin
357,23,6,4,False,3,5,1,125559,3006,3086,6672,1054,1037,3133,3363,8008,9111,9105,8299,8444,8242,5005,5008,5002,Tryndamere
358,498,4,1,False,2,3,2,125056,1055,6672,3508,1018,3006,1042,3363,8008,8009,9103,8014,8139,8135,5005,5008,5003,Xayah
359,89,4,14,False,2,0,4,15040,3857,2055,3190,3067,3111,0,3364,8439,8446,8473,8242,8306,8316,5008,5003,5003,Leona
360,19,4,21,False,4,13,6,136108,3748,6609,3047,3068,1029,0,3364,8437,8446,8444,8453,8009,8299,5005,5008,5001,Warwick
361,876,11,4,False,7,12,9,181888,3916,3157,3108,6653,3067,3020,3364,8128,8126,8138,8135,8275,8234,5005,5008,5002,Lillia
362,236,4,7,False,6,5,10,237044,3031,6671,3072,3508,3123,3047,3363,8005,9111,9104,8014,8304,8345,5005,5008,5003,Lucian
363,498,7,4,False,6,7,9,176190,6671,3031,3508,3006,1036,1036,3363,8008,8009,9103,8014,8139,8134,5005,5008,5002,Xayah
364,3,4,14,False,5,6,13,34912,3143,3190,3860,3047,1029,0,3364,8439,8401,8429,8242,8306,8347,5008,5008,5002,Galio
365,114,12,4,True,18,9,11,205715,6333,6609,3074,6632,3181,3047,3340,8010,9111,9105,8299,8242,8444,5005,5008,5003,Fiora
366,120,6,11,True,8,5,16,165979,6632,3053,3742,3076,1011,3158,3364,8010,9111,9104,8014,8232,8234,5005,5008,5003,Hecarim
367,497,14,4,True,1,7,23,21768,2065,3860,3011,2055,3158,2139,3364,8465,8463,8473,8242,8136,8106,5008,5008,5002,Rakan
368,202,4,1,True,12,4,11,268253,3094,6671,3036,3009,3031,0,3363,8021,8009,9103,8014,8275,8236,5008,5008,5002,Jhin
369,43,12,4,True,4,3,18,141792,6616,6655,2421,3011,3158,2055,3363,8214,8226,8210,8236,8473,8453,5005,5008,5002,Karma
370,19,4,14,False,9,9,8,119525,0,6631,3157,3100,3020,3110,3340,8112,8143,8138,8134,8009,8299,5008,5008,5001,Warwick
371,9,4,11,False,8,6,14,168493,3157,3152,3135,4628,1082,3020,3330,8112,8126,8138,8106,8313,8347,5008,5008,5002,Fiddlesticks
372,142,4,14,False,13,8,7,151316,3020,3152,4629,3040,1058,3135,3363,8112,8139,8138,8134,8226,8210,5005,5008,5002,Zoe
373,498,7,4,False,8,6,11,279361,6692,3142,3042,6676,3158,3036,3363,8214,8226,8210,8237,8345,8347,5005,5008,5002,Xayah
374,235,3,4,False,1,11,18,57005,3864,6672,3094,3009,3033,6677,3364,8351,8304,8345,8410,8009,9104,5008,5008,5002,Senna
375,114,12,4,True,13,11,5,191554,6035,6630,2421,3042,3074,3111,3363,8010,9111,9105,8299,8473,8451,5005,5008,5003,Fiora
376,245,11,4,True,3,7,11,205026,3115,3152,3111,0,0,3157,3364,8112,8143,8138,8135,9111,9105,5005,5008,5003,Ekko
377,236,4,7,True,15,4,7,322050,3072,6671,3139,3006,3031,3094,3363,8005,9111,9104,8014,8304,8345,5005,5008,5003,Lucian
378,202,4,7,True,9,8,9,245824,3094,6671,3031,3009,6676,3035,3363,8021,8009,9103,8014,8275,8236,5008,5008,5002,Jhin
379,497,14,4,True,0,9,26,23532,2420,3857,2065,3011,3111,2055,3364,9923,8126,8136,8106,8473,8242,5005,5008,5002,Rakan
380,78,12,4,False,1,4,0,42540,2033,1055,3057,1001,3067,1028,3340,8437,8401,8429,8453,8345,8352,5008,5008,5002,Poppy
381,141,4,11,False,0,6,1,62897,3142,2031,0,1036,1036,0,3364,8128,8143,8138,8105,8210,8236,5008,5008,5001,Kayn
382,157,4,14,False,2,3,2,64859,1055,3006,3091,1018,0,0,3364,8010,9111,9104,8299,8473,8242,5005,5008,5003,Yasuo
383,202,4,7,False,3,5,1,39716,6670,2031,0,1037,3009,1018,3340,8021,8009,9103,8014,8233,8236,5008,5008,5002,Jhin
384,26,4,3,False,1,3,2,10461,3851,2031,4642,3158,2055,3067,3364,8214,8226,8210,8236,8106,8136,5008,5008,5002,Zilean
385,777,4,12,True,0,2,2,60954,1054,1055,1053,3006,3086,6670,3340,8010,9111,9104,8299,8444,8242,5005,5008,5002,Yone
386,76,4,11,True,12,0,4,111530,3152,3157,2031,3020,1082,0,3364,8128,8143,8138,8105,8210,8232,5005,5008,5002,Nidalee
387,3,4,12,True,4,3,4,44612,1056,6656,3020,1082,0,0,3340,8124,8139,8138,8134,8275,8210,5008,5008,5002,Galio
